
===== REENTRANCY (Box domain, transformed source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 13 ExpressionStatement_0 [[-22.0,100.0], [-0.0,32.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 13 ExpressionStatement_0 [[-24.0,100.0], [-0.0,32.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 13 ExpressionStatement_1 [[-24.0,100.0], [-0.0,32.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 13 ExpressionStatement_1 [[-24.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 13 IfConditionJoin_0 [[-24.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 13 IfConditionJoin_0 [[-24.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 13 ExpressionStatement_2 [[-24.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 13 ExpressionStatement_2 [[-24.0,100.0], [-0.0,34.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 13 ExpressionStatement_3 [[-24.0,100.0], [-0.0,34.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
EXIT 13 ExpressionStatement_3 [[-24.0,100.0], [-0.0,34.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 13 Return_0 [[-24.0,100.0], [-0.0,34.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 13 Return_0 [[-24.0,100.0], [-0.0,34.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 13 FunctionExit_0 [[-24.0,100.0], [-0.0,34.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 13 FunctionExit_0 [[-24.0,100.0], [-0.0,34.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 14 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 SourceExit_0 [[-24.0,100.0], [-0.0,34.0], [-0.0,40.0], [0.0,2.0], [0.0,2.0]]
EXIT 14 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,2.0]]
ENTRY 14 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 14 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 14 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [2.0,2.0]]
ENTRY 14 IfStatement_0 [[-24.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 14 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 14 ExpressionStatement_0 [[-24.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 14 ExpressionStatement_0 [[-26.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 14 ExpressionStatement_1 [[-26.0,100.0], [-0.0,34.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 14 ExpressionStatement_1 [[-26.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 14 IfConditionJoin_0 [[-26.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 14 IfConditionJoin_0 [[-26.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 14 ExpressionStatement_2 [[-26.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 14 ExpressionStatement_2 [[-26.0,100.0], [-0.0,36.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 14 ExpressionStatement_3 [[-26.0,100.0], [-0.0,36.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
EXIT 14 ExpressionStatement_3 [[-26.0,100.0], [-0.0,36.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 14 Return_0 [[-26.0,100.0], [-0.0,36.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 14 Return_0 [[-26.0,100.0], [-0.0,36.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 14 FunctionExit_0 [[-26.0,100.0], [-0.0,36.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 14 FunctionExit_0 [[-26.0,100.0], [-0.0,36.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 15 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 SourceExit_0 [[-26.0,100.0], [-0.0,36.0], [-0.0,40.0], [0.0,2.0], [0.0,2.0]]
EXIT 15 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,2.0]]
ENTRY 15 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 15 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 15 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [2.0,2.0]]
ENTRY 15 IfStatement_0 [[-26.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 15 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 15 ExpressionStatement_0 [[-26.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 15 ExpressionStatement_0 [[-28.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 15 ExpressionStatement_1 [[-28.0,100.0], [-0.0,36.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 15 ExpressionStatement_1 [[-28.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 15 IfConditionJoin_0 [[-28.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 15 IfConditionJoin_0 [[-28.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 15 ExpressionStatement_2 [[-28.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 15 ExpressionStatement_2 [[-28.0,100.0], [-0.0,38.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 15 ExpressionStatement_3 [[-28.0,100.0], [-0.0,38.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
EXIT 15 ExpressionStatement_3 [[-28.0,100.0], [-0.0,38.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 15 Return_0 [[-28.0,100.0], [-0.0,38.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 15 Return_0 [[-28.0,100.0], [-0.0,38.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 15 FunctionExit_0 [[-28.0,100.0], [-0.0,38.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 15 FunctionExit_0 [[-28.0,100.0], [-0.0,38.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 16 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 SourceExit_0 [[-28.0,100.0], [-0.0,38.0], [-0.0,40.0], [0.0,2.0], [0.0,2.0]]
EXIT 16 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,2.0]]
ENTRY 16 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 16 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 16 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [2.0,2.0]]
ENTRY 16 IfStatement_0 [[-28.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 16 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 16 ExpressionStatement_0 [[-28.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 16 ExpressionStatement_0 [[-30.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 16 ExpressionStatement_1 [[-30.0,100.0], [-0.0,38.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 16 ExpressionStatement_1 [[-30.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 16 IfConditionJoin_0 [[-30.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 16 IfConditionJoin_0 [[-30.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 16 ExpressionStatement_2 [[-30.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 16 ExpressionStatement_2 [[-30.0,100.0], [-0.0,40.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 16 ExpressionStatement_3 [[-30.0,100.0], [-0.0,40.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
EXIT 16 ExpressionStatement_3 [[-30.0,100.0], [-0.0,40.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 16 Return_0 [[-30.0,100.0], [-0.0,40.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 16 Return_0 [[-30.0,100.0], [-0.0,40.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 16 FunctionExit_0 [[-30.0,100.0], [-0.0,40.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 16 FunctionExit_0 [[-30.0,100.0], [-0.0,40.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 17 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 SourceExit_0 [[-30.0,100.0], [-0.0,40.0], [-0.0,40.0], [0.0,2.0], [0.0,2.0]]
EXIT 17 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,2.0]]
ENTRY 17 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 17 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 17 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [2.0,2.0]]
ENTRY 17 IfStatement_0 [[-30.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 17 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 17 ExpressionStatement_0 [[-30.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 17 ExpressionStatement_0 [[-32.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 17 ExpressionStatement_1 [[-32.0,100.0], [-0.0,40.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 17 ExpressionStatement_1 [[-32.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 17 IfConditionJoin_0 [[-32.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 17 IfConditionJoin_0 [[-32.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 17 ExpressionStatement_2 [[-32.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 17 ExpressionStatement_2 [[-32.0,100.0], [-0.0,42.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 17 ExpressionStatement_3 [[-32.0,100.0], [-0.0,42.0], [-0.0,2.0], [0.0,0.0], [-0.0,2.0]]
EXIT 17 ExpressionStatement_3 [[-32.0,100.0], [-0.0,42.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 17 Return_0 [[-32.0,100.0], [-0.0,42.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 17 Return_0 [[-32.0,100.0], [-0.0,42.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 17 FunctionExit_0 [[-32.0,100.0], [-0.0,42.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
EXIT 17 FunctionExit_0 [[-32.0,100.0], [-0.0,42.0], [-0.0,2.0], [-0.0,2.0], [-0.0,2.0]]
ENTRY 18 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 SourceExit_0 [[-32.0,100.0], [-0.0,42.0], [-0.0,40.0], [0.0,2.0], [0.0,2.0]]
EXIT 18 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,2.0]]
ENTRY 18 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 VariableDeclaration_3 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 18 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 18 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [2.0,2.0]]
ENTRY 18 IfStatement_0 [[-32.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 18 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 18 ExpressionStatement_0 [[-32.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 18 ExpressionStatement_0 [[-34.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 18 ExpressionStatement_1 [[-34.0,100.0], [-0.0,42.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 18 ExpressionStatement_1 [[-34.0,100.0], [-0.0,44.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
ENTRY 18 IfConditionJoin_0 [[-34.0,100.0], [-0.0,44.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
EXIT 18 IfConditionJoin_0 [[-34.0,100.0], [-0.0,44.0], [0.0,40.0], [0.0,0.0], [-0.0,2.0]]
