
===== OVERFLOW / UNDERFLOW (Box domain, original source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 VariableDeclaration_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 VariableDeclaration_3 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 VariableDeclaration_4 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 VariableDeclaration_4 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 FunctionExit_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionExit_1 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionExit_2 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 ContractDefinition_1 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 VariableDeclaration_5 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 VariableDeclaration_5 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 VariableDeclaration_6 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
EXIT 3 VariableDeclaration_6 [[0.0,0.0], [0.0,0.0], [3.0,3.0], [0.0,0.0], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_3 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_3 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionExit_3 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_4 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,0.0], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 ExpressionStatement_6 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_4 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionExit_4 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionDefinition_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionDefinition_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionEntry_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionEntry_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 IfStatement_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 Return_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 Return_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 IfConditionJoin_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 IfConditionJoin_0 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 FunctionExit_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 FunctionExit_5 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 IfStatement_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 3 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 Return_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 IfConditionJoin_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 IfConditionJoin_1 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
ENTRY 3 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
EXIT 3 Return_2 [[-Infinity,Infinity], [-Infinity,Infinity], [-Infinity,Infinity], [1.0,1.0], [-Infinity,Infinity]]
