
===== REENTRANCY (Box domain, transformed source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 9 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 9 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 9 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 9 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
ENTRY 9 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
EXIT 9 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [-Infinity,Infinity]]
ENTRY 9 IfStatement_1 [[-300.0,100.0], [0.0,300.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 9 ExpressionStatement_2 [[-300.0,100.0], [0.0,300.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 ExpressionStatement_2 [[-340.0,100.0], [0.0,300.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 9 ExpressionStatement_3 [[-340.0,100.0], [0.0,300.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 ExpressionStatement_3 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 9 ExpressionStatement_4 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 ExpressionStatement_4 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 9 ExpressionStatement_5 [[-300.0,100.0], [0.0,300.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 ExpressionStatement_5 [[-300.0,100.0], [0.0,300.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 9 IfConditionJoin_1 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 IfConditionJoin_1 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 9 ExpressionStatement_6 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 ExpressionStatement_6 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 9 ExpressionStatement_7 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 ExpressionStatement_7 [[-340.0,100.0], [0.0,340.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 9 FunctionExit_1 [[-340.0,100.0], [0.0,340.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 9 FunctionExit_1 [[-340.0,100.0], [0.0,340.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 SourceExit_0 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 IfStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 10 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 10 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 10 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
ENTRY 10 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
EXIT 10 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [-Infinity,Infinity]]
ENTRY 10 IfStatement_1 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 10 ExpressionStatement_2 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 ExpressionStatement_2 [[-380.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 ExpressionStatement_3 [[-380.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 ExpressionStatement_3 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 ExpressionStatement_4 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 ExpressionStatement_4 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 ExpressionStatement_5 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 ExpressionStatement_5 [[-340.0,100.0], [0.0,340.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 IfConditionJoin_1 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 IfConditionJoin_1 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 ExpressionStatement_6 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 ExpressionStatement_6 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 ExpressionStatement_7 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 ExpressionStatement_7 [[-380.0,100.0], [0.0,380.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 10 FunctionExit_1 [[-380.0,100.0], [0.0,380.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 10 FunctionExit_1 [[-380.0,100.0], [0.0,380.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 SourceExit_0 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 IfStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 11 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 11 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 11 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
ENTRY 11 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
EXIT 11 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [-Infinity,Infinity]]
ENTRY 11 IfStatement_1 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 11 ExpressionStatement_2 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 ExpressionStatement_2 [[-420.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 ExpressionStatement_3 [[-420.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 ExpressionStatement_3 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 ExpressionStatement_4 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 ExpressionStatement_4 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 ExpressionStatement_5 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 ExpressionStatement_5 [[-380.0,100.0], [0.0,380.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 IfConditionJoin_1 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 IfConditionJoin_1 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 ExpressionStatement_6 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 ExpressionStatement_6 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 ExpressionStatement_7 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 ExpressionStatement_7 [[-420.0,100.0], [0.0,420.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 11 FunctionExit_1 [[-420.0,100.0], [0.0,420.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 11 FunctionExit_1 [[-420.0,100.0], [0.0,420.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 SourceExit_0 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 IfStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 12 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 ExpressionStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 ExpressionStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,20.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 IfConditionJoin_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 FunctionExit_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 FunctionDefinition_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 FunctionEntry_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 12 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 12 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
ENTRY 12 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [0.0,0.0]]
EXIT 12 VariableDeclarationStatement_1 [[100.0,100.0], [10.0,10.0], [20.0,40.0], [20.0,40.0], [-Infinity,Infinity]]
ENTRY 12 IfStatement_1 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 IfStatement_1 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 12 ExpressionStatement_2 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 ExpressionStatement_2 [[-460.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 ExpressionStatement_3 [[-460.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 ExpressionStatement_3 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 ExpressionStatement_4 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 ExpressionStatement_4 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 ExpressionStatement_5 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 ExpressionStatement_5 [[-420.0,100.0], [0.0,420.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 IfConditionJoin_1 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 IfConditionJoin_1 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 ExpressionStatement_6 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 ExpressionStatement_6 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 ExpressionStatement_7 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 ExpressionStatement_7 [[-460.0,100.0], [0.0,460.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 12 FunctionExit_1 [[-460.0,100.0], [0.0,460.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 12 FunctionExit_1 [[-460.0,100.0], [0.0,460.0], [0.0,0.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 13 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 13 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 13 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 13 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 13 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 13 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 13 SourceExit_0 [[-460.0,100.0], [0.0,460.0], [0.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
EXIT 13 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,40.0], [-Infinity,Infinity]]
ENTRY 13 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 13 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 13 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
EXIT 13 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
ENTRY 13 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0]]
