
===== REENTRANCY (Box domain, transformed source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionEntry_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionEntry_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 ExpressionStatement_7 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 ExpressionStatement_7 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 3 FunctionExit_1 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 3 FunctionExit_1 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 SourceExit_0 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 ForLoopContinue_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ForLoopContinue_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ForStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ForStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 4 ForLoopJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ForLoopJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 FunctionExit_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 FunctionExit_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 VariableDeclarationStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 VariableDeclarationStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 IfStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 4 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 4 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [1.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 4 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionEntry_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionEntry_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 ExpressionStatement_7 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 ExpressionStatement_7 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 4 FunctionExit_1 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 4 FunctionExit_1 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 SourceEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 SourceUnit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 PragmaDirective_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 SourceExit_0 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 SourceExit_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 ContractDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_1 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 VariableDeclaration_2 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 FunctionDefinition_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 FunctionEntry_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 VariableDeclarationStatement_0 [[100.0,100.0], [10.0,10.0], [40.0,40.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 ForLoopContinue_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ForLoopContinue_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ForStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ForStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 5 ForLoopJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ForLoopJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 FunctionExit_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 FunctionExit_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 VariableDeclarationStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ExpressionStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 VariableDeclarationStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 VariableDeclarationStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 IfStatement_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 IfStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 5 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ExpressionStatement_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ExpressionStatement_2 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ExpressionStatement_3 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ExpressionStatement_4 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 IfConditionJoin_0 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ExpressionStatement_5 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
EXIT 5 ExpressionStatement_6 [[-Infinity,Infinity], [0.0,Infinity], [0.0,0.0], [1.0,Infinity], [-Infinity,Infinity], [-Infinity,Infinity]]
ENTRY 5 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 FunctionDefinition_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 FunctionEntry_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 FunctionEntry_1 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 ExpressionStatement_7 [[-Infinity,Infinity], [0.0,Infinity], [0.0,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 ExpressionStatement_7 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 5 FunctionExit_1 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 5 FunctionExit_1 [[-Infinity,Infinity], [0.0,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0]]

===== OVERFLOW / UNDERFLOW (Box domain, original source) =====
ENTRY 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 SourceEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 SourceUnit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 PragmaDirective_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 SourceExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 SourceExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 ContractDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 VariableDeclaration_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 VariableDeclaration_0 [[-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 FunctionDefinition_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 FunctionEntry_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 VariableDeclarationStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 VariableDeclarationStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 ForLoopContinue_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 ForLoopContinue_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 ForStatement_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 ForStatement_0 [[1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0], [1.0,-1.0]]
ENTRY 1 ForLoopJoin_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 ForLoopJoin_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 FunctionExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 FunctionExit_0 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 VariableDeclarationStatement_1 [[0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 VariableDeclarationStatement_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 ExpressionStatement_0 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 ExpressionStatement_0 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 VariableDeclarationStatement_2 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 ExpressionStatement_1 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
ENTRY 1 ExpressionStatement_2 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
EXIT 1 ExpressionStatement_2 [[0.0,0.0], [0.0,0.0], [-Infinity,Infinity], [-Infinity,Infinity], [0.0,0.0], [0.0,0.0], [0.0,0.0], [0.0,0.0]]
